Shoulder Width,Belly,Neck Circumference,Hip Circumference,Shirt Length,Size
37.72094505106898,79.9581968120717,36.180983792097315,84.09986905704152,67.20461357244133,M
39.27364889070062,80.23465476661757,35.197470635362194,86.245699864695,66.81069075160649,M
41.90036672377993,82.55532979157685,36.18148686400761,82.86475914123481,67.83945446006817,M
38.93849580157183,78.81685722232834,35.91134136107986,84.71524102995741,66.44713651637093,M
40.66572914221934,81.09419476234008,36.52271856033809,85.2405912634238,67.16952604197922,M
41.16195108014401,79.59561469513221,35.37276905644768,86.0288776681175,66.20318316111673,M
38.60960429263287,79.56463759354556,36.719346514241174,86.42322975617778,70.94708769937458,M
39.910711965907296,82.19755370397438,37.73273891300258,82.75071581632426,68.05289532795759,M
35.13809898989639,81.65083269797606,36.09123985154314,81.93177165852876,66.95041173801113,M
38.463418537998564,81.62701927200128,36.60171172209895,87.55535364379702,68.32096986610134,M
39.62114777291026,82.61095761430866,36.89014399171111,85.66462802395918,67.83150792546375,M
38.12832522705273,80.04200768326552,35.79877952811417,83.50302692688689,67.66854560070017,M
42.44861695589745,81.36390594258992,36.42409248181042,88.10230395104504,68.92125005006514,M
37.85478793305905,79.37946648681309,36.212592400781794,85.23134926858572,69.13626156507095,M
39.33993326995452,80.64833270497688,36.297676098548834,87.35859436812765,67.2042482785842,M
40.196110865929136,79.73971389126463,35.42699021614454,85.13503696282022,67.13627263903298,M
42.161909933599176,80.19399192998543,36.224510174258945,89.12149584976397,67.58742245427253,M
37.84620677323084,81.19031405087382,36.697998291245455,88.5106816848864,64.54711825289662,M
41.74474562823244,78.36355863353306,37.65114360779504,84.50207170304185,65.72721340670218,M
40.01534959152938,84.18477455137092,37.15927082608521,86.94314190190872,70.05031140116678,M
38.527737023428074,77.9879652370006,38.35318245751156,86.29075189917029,70.46745157025192,M
40.69315521139491,77.57162277442454,35.432652437111955,87.73726311506469,67.62644594066543,M
40.29858954336021,82.31622174700014,37.07232063672068,83.0701530788398,68.86483544458365,M
39.09967468426181,81.58332538792587,36.383342005738356,86.37210291999688,68.46687523181531,M
40.10470312748503,81.24823963410431,38.38980293321767,87.11684897369918,72.61832121268286,M
39.42202960470736,81.25669101852856,35.39170171464485,81.48252102715377,69.67936236715187,M
40.17027601787687,79.97550645430617,35.360278157819224,82.63348297466845,67.80812361277886,M
40.99319601178157,78.20549125702834,35.60060735455598,80.9215356444798,66.56668933909936,M
42.379025224218026,80.15160911638745,34.0761042756902,84.46118633111088,65.59033051961364,M
38.14327675175973,78.64567657697577,35.674244978319244,86.43508451159192,68.30519545380083,M
43.1995500619844,81.9502394668355,35.4408673384463,88.00471410419206,66.86547388207354,M
37.07186830071625,79.70588523699573,36.35039378647621,85.14818956083955,65.86661943560348,M
39.772322357446626,78.34900560641498,36.541755975777164,88.25723109114259,67.03014067363621,M
40.88247580972686,79.35722831669402,38.07617083921589,82.23979708357022,66.3776779945784,M
40.42148780160255,80.82586290855124,37.15042383818605,81.5932351212897,70.53071245260885,M
39.06595072026911,78.87255089439205,35.6230963443376,84.88890460220676,69.32245963542418,M
39.687816624464084,78.35555920886713,35.30158532865165,85.76813089787862,67.98804103802507,M
39.26049859801175,80.48737442298382,36.691919171506505,84.93461050381181,70.21991620833504,M
39.11595286458368,80.48993314221744,34.87976679297936,80.86511579992025,68.11605246147143,M
41.27440314553154,78.98611364925775,38.03145876585435,84.82175992097443,66.70807369800761,M
40.53552322894757,79.05792338876336,37.37944012072129,82.3910609989903,70.28468611590449,M
38.96063560710902,80.46409987471527,35.7308243478953,86.33934509766007,68.80836506552698,M
41.34939981314987,77.10383131700536,34.48686547090912,85.7331964921937,66.44413076851032,M
40.46094928131492,77.1850724512469,37.553872374165415,83.1202404273453,67.71449198287459,M
41.21929317825844,78.56311155749513,36.08546015474739,83.97226616532662,66.68657261992287,M
40.94444326288542,79.5731056965763,37.437816311973464,82.8815729562221,65.9258004035535,M
43.38926632129746,85.1731795749458,38.15698861664535,93.69791218989069,70.21591546922144,L
44.8641249607052,84.68864552921585,36.47783467582237,92.25313005909551,72.57351383875533,L
39.90214863927129,87.33556412331961,38.26960592010566,89.46222261889034,69.94348446418586,L
42.84445385503586,85.50884168660242,38.75563785880495,87.78694818251665,68.88730805545467,L
41.02403614631726,85.6752053241504,37.8134349032237,95.14671960649972,68.66505623971415,L
41.269311924352955,84.17624606775506,39.27679581255806,90.11843686802898,71.90901492701846,L
41.1114091136417,84.02478755185501,36.62621080089642,90.02785858382589,69.07935597125558,L
40.704013845480276,84.13488362436075,36.15534529668858,89.95174982578,73.63219127297654,L
42.07278244191724,85.7889042847566,35.62127975109572,90.39616952153571,67.87710588817441,L
40.753574825383446,84.15803103835947,38.896044311489185,89.71127917615212,73.54468455243506,L
42.40568523866976,85.57954971379283,38.05436565635406,88.85267598623953,71.31652620080392,L
41.9246428358263,89.15080159729088,37.34441532908954,88.90628211751921,70.85493033219441,L
41.64157792970038,86.74224940686338,37.67996862631982,89.934493459568,70.18262136978657,L
40.638654506937606,84.34795293566432,36.274510952701625,88.91315045773247,71.59870417152811,L
41.1348430041475,87.40242784432789,39.84575197961682,88.57430843464567,70.94354794636273,L
43.133086838738635,84.1838492539569,37.529221181975224,90.21286045538379,72.65495282302479,L
42.75137578143657,80.92375092964429,37.509394794604894,89.49004556515828,71.17134147299306,L
40.53366713280217,82.98382737816519,38.12576662389869,93.00798597716538,71.22545264219282,L
42.148998458143836,81.25841615794829,37.88100923173671,84.69806038321397,70.45458168167922,L
43.127080685057685,84.29697303191739,37.62388402427913,92.18301370384492,70.9145815644184,L
39.495892078317944,85.03683675837911,36.609525544554685,92.49217038499526,71.4617026533381,L
42.815040288569904,88.35287462455057,37.871468357135996,85.8532195351837,68.43474741101507,L
41.00606436158123,85.65385474752833,39.28202449647503,89.31462481183931,68.97772186684143,L
42.85589800288974,84.56179894238227,38.745420046154976,89.25711826800841,72.11489614103407,L
40.855111265186224,86.65881116236697,38.99318662663939,87.18497661056436,71.2562981571919,L
39.29267684900322,80.57772938198423,36.888784323568814,88.44436662481824,70.72402499547098,L
39.55868634317525,85.47122911621713,36.41039517974142,87.77884830906834,71.02765089959809,L
42.07212741999207,86.54173038777394,37.27421307990035,93.50454088684725,71.5213725580425,L
42.389583752582226,82.04282750844031,37.455724912288694,91.87135678629492,70.19036047953595,L
40.643525062343386,87.28750808641385,38.49419151847095,92.54311018998831,69.83254291189652,L
42.95788868816606,85.67699281498882,35.70753537028518,91.44334412808647,71.29376788264652,L
39.50771990659656,84.1694241721984,38.92955031946061,87.74189645756555,69.53244083357745,L
41.90088030202902,86.26556373221257,37.24199210142101,88.95095946744046,71.61237913357171,L
40.18347570035632,89.5413857156088,36.97311893005258,90.97874912245584,68.44612459364323,L
41.02224583829676,85.36373251011699,36.38789562473983,87.5557443822161,72.54373345598846,L
42.07109800697462,85.49644117260067,35.745143328134226,91.42599686034478,71.70889622361956,L
40.70937995207407,84.08127820091951,38.22317058396192,89.51934920368373,71.38404460147082,L
41.42316668365526,83.30031126107042,37.4733179671884,89.2503583849008,72.47403647591827,L
43.50943921382166,86.6606716330885,36.110039100258945,91.42191993640698,73.49821166669386,L
41.13466219571528,83.28783234818226,36.10492122793638,90.88852662297208,72.5215550975272,L
43.25353816809771,85.14313247443879,37.06421530070987,89.27806766836184,68.23868865300253,L
40.305439718013574,84.04468510646977,39.06902152528939,92.3186596067285,69.08063454989644,L
42.79470626687292,85.95795965149279,37.140408648636395,87.8378733448002,70.06277213345648,L
44.16235293098685,85.6673242105739,35.89685704688189,91.23187121388852,71.03913657531625,L
38.29253324980907,87.0750798885158,37.154256935914056,91.18620251593677,71.77648853070369,L
40.80465711679428,83.97996720229051,37.12727643025233,89.38090712137202,69.9113842802698,L
42.86560819077081,84.46025012941325,34.70311335705843,90.65226604448424,71.28015014671561,L
41.69543192093551,83.04247256843539,37.345705133482184,87.4977728472294,69.86692560147002,L
42.556718810056964,84.11141347984778,37.16906546979132,91.8480540384138,70.08272329551208,L
41.094022219926266,85.7546009860897,38.09620636481342,89.63019572711403,68.89000835472767,L
42.61515013083364,91.876567611952,37.97685947357524,95.7373466177458,73.63814591321551,XL
41.9724730915755,88.96791054356525,38.04452288083975,94.21332237534529,74.52808309477145,XL
42.536190120534,90.19224155388197,37.962612872693484,95.05748964586964,72.12269086371434,XL
45.58046269491176,89.07544942258991,39.789016531107556,97.5569037252146,76.16564690610988,XL
42.57590166675209,89.13100754513538,40.020504247989855,95.3821981360398,73.87677323241115,XL
47.94857309725609,89.38165575306272,38.02925370625052,95.0928730963123,75.67594374738219,XL
44.73997685132133,90.44426754326743,37.76764442689577,92.28028771804016,74.51408801956656,XL
44.27725418554231,89.04250275667304,39.071415556386405,96.49250713205444,74.68512982873068,XL
42.71246332972818,92.51151225114704,38.04777695571903,96.29096836228216,74.8546509203483,XL
45.050464819113486,88.21078539556099,39.232931817755514,99.32650944661091,74.67156284002597,XL
43.136543260643336,89.62625671167729,38.8029230208513,94.384443530094,74.96408413980132,XL
44.18301472196804,89.12053788345165,37.08425588500277,95.43830065532788,75.99372879519865,XL
47.840126807403195,92.89395576870747,40.14750520133006,95.49876736742151,74.2947817545522,XL
43.855910150413024,90.39310955302315,40.39587767309553,98.15490655952695,75.06350563638277,XL
45.72390998942851,92.06368907893727,37.987211309515615,94.8094089352261,73.86539645856917,XL
42.945235362311166,87.02887925392605,38.21229844006402,95.55804305154068,76.16017582317421,XL
43.94751726425456,90.53410053173852,38.88586539072491,96.21579301943308,72.9854115469111,XL
46.656200953453265,91.77926159124688,38.934456789987024,95.37321824631272,76.70141064936622,XL
43.05954941331835,90.16456797855085,39.25854427267283,94.10713277089894,73.93976307403348,XL
46.718672836995395,92.1309607501307,40.610204538766354,95.38817998579661,71.85383734682293,XL
45.061627903183215,88.96542309979925,38.423052772505955,97.14726349971954,74.19215662236618,XL
43.156299836158595,92.81869488037115,37.80170275546155,92.94696940117788,72.97842251378768,XL
44.948611608583285,94.5977962472385,37.22068077198547,95.26593934829376,75.26096532348309,XL
45.45883167444009,89.27432287912069,37.869069960058084,93.59975837012165,73.02106403104641,XL
44.93271494332579,89.10899495719846,38.566873027126206,97.39009325784968,73.33072485017783,XL
41.644662920164315,92.9067689542354,40.39455786351779,91.95362619043244,71.16568890358171,XL
42.909294236262696,93.15914429146143,38.08238870096383,93.88215630545682,73.32154052112638,XL
43.62872204667274,88.95427994569346,38.8237879516389,95.75442375012904,70.36418101005657,XL
43.88834985634993,89.15962636580828,38.58357710392725,98.13104805846868,71.62414576477141,XL
44.931008146326015,89.43643078227899,39.78839327344809,94.86849947785403,75.14062198421645,XL
44.26655150139988,87.31109897793145,41.126932425873626,93.8896009466136,75.17870023797624,XL
41.996983461934846,88.1626961070316,38.06913122707968,98.76231413888118,74.63818634267744,XL
44.57029677650895,87.99171846649587,38.110560557481776,92.10397219916752,72.54953578530618,XL
44.915878617925735,88.46440486979175,39.644160877069076,90.60238808675983,73.92843296578702,XL
44.83968567189656,89.93063022522644,39.28189148962631,95.88002890010667,73.99459619136415,XL
45.621171088331934,90.46842946507304,40.446707325736035,93.99589155129478,72.26245296621119,XL
45.25088323182336,93.10100098562815,39.18392818532597,92.95753436573857,76.25509745265073,XL
44.688770118842655,88.00329191852242,38.240707909212944,96.4167128945987,75.3160434358635,XL
43.89475143281203,91.96864479695317,39.19065483069231,95.4876014275424,73.6685537392555,XL
41.508558599726015,89.57202231154898,39.708703580582906,93.87184273852654,74.0403287584918,XL
44.64442732869888,89.90107258069513,39.420482181197364,92.43939120265821,74.31257421192133,XL
44.311531530744666,91.34963898433321,39.1072740311073,96.74491465656028,70.93739769736356,XL
44.40736825579306,87.75455595687541,39.66667468958916,96.30040235591733,73.6292339262191,XL
42.08487713626953,90.7648194923681,39.76929559044567,94.80164827244124,72.97702362800331,XL
42.37841518938761,90.33290441642612,39.98215899103753,98.69327399209533,72.49756998515763,XL
45.579729279999356,90.98490252801629,39.24870988758964,92.85983046734769,73.57834956067107,XL
43.94066726921502,90.57833728781564,38.43288191968315,91.94894965815053,76.69652979027428,XL
45.02225104605893,94.9106002798218,38.746713686433324,93.61618386023751,74.96126429190052,XL
44.04247756419569,88.72452003149736,39.80650896650836,94.908827967289,73.14323151532581,XL
44.04463420924362,88.93800608999636,37.78306432901277,95.48667889864538,74.85887417203423,XL
48.099033154879,93.74887459698094,40.798010109859646,98.01721530108739,77.18783675397187,XXL
47.386950524369155,95.79160706687482,36.90374462180631,95.69321977279257,76.35589168831213,XXL
46.089445554880264,95.98806037256547,41.88837470478072,98.722076504621,77.18344625454843,XXL
45.02959483344164,95.52134753164782,39.660410371844826,97.353820413185,77.81494704355458,XXL
47.04733497042039,93.89938969230916,40.908182816737515,103.28403032027273,77.07329010548855,XXL
46.590228078132625,93.65675326412389,38.760094072874466,102.01963417868527,77.06088753680582,XXL
47.342789830041596,94.9488918580171,40.412773905062565,98.62369930964455,75.94701246828987,XXL
46.95275770252295,97.34545803851873,38.74658443682634,104.50487161068861,76.00564862367358,XXL
47.574329072979005,96.08720030918886,39.17623103930419,101.96353097398318,74.89609209230046,XXL
45.19714718265915,94.25877133582779,41.71403135386679,99.35033723298275,79.6243651147804,XXL
47.97609109845149,96.54339742129669,39.609317599236654,95.00118857025285,75.13420514691308,XXL
46.2963994070386,89.30291475873985,40.01743287317972,104.58188514518149,75.96064220330614,XXL
49.1128913089379,97.2975314007442,40.67006773068875,97.22085506647281,75.9223891016462,XXL
44.966218272865646,91.52057244244381,40.2956818879726,96.70920250608621,78.34238656541666,XXL
48.60394570474787,94.27511811719374,39.95041890514357,102.04514086401927,76.55757548256196,XXL
46.29686617519397,92.76066021074772,40.16496100246622,104.87950481267855,78.8716131090106,XXL
45.02287299457833,92.41063704855819,42.203415585238275,102.76854563702103,75.9897640636342,XXL
45.27417124891852,97.32165357475704,39.74238120296641,101.12781824010472,77.41849124333571,XXL
45.51947903770852,94.06459759737622,40.00109904671496,101.18950868333057,75.74697942011036,XXL
46.63624891960288,95.69300776346144,40.850654396007606,101.70683111756061,80.21772369166008,XXL
46.78425323205325,94.90615884224164,40.90552593295798,101.51785717957353,75.21860237145573,XXL
45.13944999409213,95.95408165444624,40.987030305560374,100.56238284793875,77.46473106534054,XXL
45.96346811160853,95.15364378212051,40.43873022202918,100.20840220790375,77.95066532139815,XXL
49.213405537917794,92.43401555162286,38.656995087269514,99.87481374420095,77.62069864617725,XXL
48.59131475515107,96.99253363889429,41.43343153230109,98.49207082226664,76.72206851168343,XXL
46.65448550451105,94.01248683367737,38.653654606981306,99.43864984626646,76.80526895039986,XXL
46.0570052172523,91.8868362026805,40.10263546523903,96.61408637160923,77.06571720796866,XXL
46.18004699007739,94.14376967806818,39.045724149980636,99.8033207464105,76.77949699755727,XXL
46.920276959095624,98.00151958126862,39.73586165340701,98.02281778569817,78.44581867519237,XXL
44.46581115220239,96.70044348422698,40.12876241030348,97.79282136556846,80.31578450238703,XXL
45.61393519386498,94.30269573118429,40.12135721545027,100.35978830230695,76.16376232248825,XXL
43.49712388918361,94.30148459136315,40.221920754235285,102.7840045726892,74.94529553063138,XXL
46.59883468390792,94.35672989756523,41.413711269058645,101.83663321200463,76.86757692747312,XXL
46.97079390955411,99.15349596712169,40.25353430151398,96.85899879275365,80.86956400648148,XXL
45.27522030655094,95.7638709044631,39.55584336470935,98.02074372685932,75.7944881480454,XXL
48.36098014493505,95.86008329438214,40.764087168288356,101.88154237597644,79.4586752081661,XXL
44.16135150549649,97.06056690806369,40.98947048892464,98.03502521292339,79.51655122111467,XXL
43.80343767968527,95.47757831805303,38.572392184863006,99.55073370000595,76.16961763743801,XXL
46.336677727839955,94.4819157083586,40.39740006984986,101.10010419804911,77.85347461877791,XXL
47.570647453918234,94.60730030183004,40.50117274231089,98.06331109027273,79.4425949346928,XXL
48.5258915371868,94.85679748117187,39.50243649664001,100.21075101229192,76.43130838851877,XXL
45.31167360569659,94.92555552698032,41.17570681331161,97.3319490101636,76.69462945984645,XXL
47.618021250146946,96.45525908727396,39.64994441296747,98.79726471209757,76.12747862907703,XXL
45.94223729574894,95.1038917716146,39.92557645347154,100.63956386828508,75.4778649039607,XXL
45.74105905008877,96.46528015443116,39.62692817571613,96.81401253293666,76.026083682401,XXL
47.32548990623001,94.83856683978283,39.815579047581465,100.8809494759208,75.16408959985661,XXL
46.97848431762013,95.15727038063218,38.70372491310479,99.96072440214664,77.05112520238885,XXL
43.635411764523624,91.00359863093578,38.359949117405705,101.1049799088343,75.84504015341204,XXL
48.21481052458884,96.83265534940496,41.39450506322497,100.44782826812933,77.35067886768613,XXL
48.07013703122118,95.69297695179598,38.953038651681666,102.72828085994769,74.66615653069456,XXL
